x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
16.0,STEEL,239000.0,OIL,0.0,RUBBER,24000.0,AMMO,7950.0,CANNON,432.0,14000.0,TOWNHALL,16.0,1193.0,59650.0,EXP,1312.0
17.0,STEEL,321000.0,OIL,0.0,RUBBER,32000.0,AMMO,11000.0,CANNON,484.0,16800.0,TOWNHALL,17.0,1476.0,73800.0,EXP,1623.0
18.0,STEEL,453000.0,OIL,0.0,RUBBER,45000.0,AMMO,15000.0,CANNON,540.0,22000.0,TOWNHALL,18.0,1810.0,90500.0,EXP,1991.0
19.0,STEEL,555000.0,OIL,0.0,RUBBER,56000.0,AMMO,19000.0,CANNON,598.0,27200.0,TOWNHALL,19.0,2220.0,111000.0,EXP,2442.0
20.0,STEEL,680000.0,OIL,0.0,RUBBER,68000.0,AMMO,23000.0,CANNON,660.0,32400.0,TOWNHALL,20.0,2720.0,136000.0,EXP,2992.0
21.0,STEEL,1.104e6,OIL,0.0,RUBBER,110400.0,AMMO,37200.0,CANNON,724.0,38400.0,TOWNHALL,21.0,3345.0,167250.0,EXP,3679.0
22.0,STEEL,1.533e6,OIL,0.0,RUBBER,154000.0,AMMO,51800.0,CANNON,792.0,44400.0,TOWNHALL,22.0,4056.0,202800.0,EXP,4461.0
23.0,STEEL,2.04e6,OIL,0.0,RUBBER,204800.0,AMMO,68800.0,CANNON,862.0,50400.0,TOWNHALL,23.0,4811.0,240550.0,EXP,5292.0
24.0,STEEL,2.61e6,OIL,0.0,RUBBER,261000.0,AMMO,86400.0,CANNON,936.0,56000.0,TOWNHALL,24.0,5686.0,284300.0,EXP,6254.0
25.0,STEEL,3.54e6,OIL,0.0,RUBBER,354000.0,AMMO,118000.0,CANNON,1012.0,64000.0,TOWNHALL,25.0,6679.0,333950.0,EXP,7346.0
26.0,STEEL,4.62e6,OIL,0.0,RUBBER,462000.0,AMMO,154000.0,CANNON,1092.0,72000.0,TOWNHALL,26.0,7778.0,388900.0,EXP,8555.0
27.0,STEEL,6.18e6,OIL,0.0,RUBBER,619200.0,AMMO,206400.0,CANNON,1174.0,84000.0,TOWNHALL,27.0,9035.0,451750.0,EXP,9938.0
28.0,STEEL,8.671e6,OIL,0.0,RUBBER,868400.0,AMMO,288600.0,CANNON,1260.0,104000.0,TOWNHALL,28.0,10758.0,537900.0,EXP,11833.0
29.0,STEEL,1.211e7,OIL,0.0,RUBBER,1.2124e6,AMMO,403200.0,CANNON,1348.0,128000.0,TOWNHALL,29.0,12721.0,636050.0,EXP,13993.0
30.0,STEEL,1.6815e7,OIL,0.0,RUBBER,1.683e6,AMMO,561000.0,CANNON,1440.0,160000.0,TOWNHALL,30.0,14947.0,747350.0,EXP,16441.0
